"1000000843","None","Furniture","0.47"
"1000000844","7594","None","0.12"
"1000000845","None","Travel","0.79"
"1000000846","7247","None","0.55"
"1000000847","None","Kitchenware","0.48"
"1000000848","6829","None","0.55"
"1000000849","None","All","0.12"
"1000000850","8856","None","0.37"
"1000000851","None","Books","0.04"
"1000000852","7242","None","0.73"
"1000000853","None","Books","0.73"
"1000000854","1329","None","0.05"
"1000000855","None","Electronics","0.39"
"1000000856","1275","None","0.16"
"1000000857","None","Sports","0.1"
"1000000858","6868","None","0.7"
"1000000859","None","Clothing","0.2"
"1000000860","5891","None","0.59"
"1000000861","None","Travel","0.26"
"1000000862","8696","None","0.96"
"1000000863","None","Electronics","0.96"
"1000000864","2852","None","0.81"
"1000000865","None","Sports","0.25"
"1000000866","202","None","0.93"
"1000000867","None","Books","0.92"
"1000000868","3511","None","0.86"
"1000000869","None","Travel","0.22"
"1000000870","5666","None","0.92"
"1000000871","None","Sports","0.85"
"1000000872","25","None","0.53"
"1000000873","None","Toiletries","0.01"
"1000000874","2518","None","0.22"
"1000000875","None","All","0.09"
"1000000876","2209","None","0.65"
"1000000877","None","Electronics","0.18"
"1000000878","6124","None","0.07"
"1000000879","None","Pets","0.13"
"1000000880","2943","None","0.29"
"1000000881","None","Toiletries","0.8"
"1000000882","4917","None","0.84"
"1000000883","None","Clothing","0.48"
"1000000884","5294","None","0.61"
"1000000885","None","Clothing","0.29"
"1000000886","3475","None","0.66"
"1000000887","None","Furniture","0.28"
"1000000888","2783","None","0.96"
"1000000889","None","Books","0.98"
"1000000890","766","None","0.11"
"1000000891","None","Sports","0.02"
"1000000892","943","None","0.36"
"1000000893","None","Pets","0.76"
"1000000894","9999","None","0.31"
"1000000895","None","Travel","0.83"
"1000000896","9071","None","0.12"
"1000000897","None","Travel","0.93"
"1000000898","3387","None","0.51"
"1000000899","None","Furniture","0.84"
"1000000900","7004","None","0.78"
"1000000901","None","Clothing","0.15"
"1000000902","952","None","0.35"
"1000000903","None","All","0.54"
"1000000904","8549","None","0.77"
"1000000905","None","Books","0.61"
"1000000906","9153","None","0.93"
"1000000907","None","All","0.13"
"1000000908","6448","None","0.6"
"1000000909","None","All","0.66"
"1000000910","4591","None","0.25"
"1000000911","None","Clothing","0.86"
"1000000912","4607","None","0.07"
"1000000913","None","Toiletries","0.72"
"1000000914","4618","None","0.67"
"1000000915","None","Pets","0.46"
"1000000916","2639","None","0.7"
"1000000917","None","Pets","0.91"
"1000000918","1812","None","0.26"
"1000000919","None","Sports","0.67"
"1000000920","3200","None","0.58"
"1000000921","None","All","0.23"
"1000000922","7675","None","0.45"
"1000000923","None","Travel","0.28"
"1000000924","6306","None","0.88"
"1000000925","None","Sports","0.34"
"1000000926","9815","None","0.4"
"1000000927","None","Toiletries","0.39"
"1000000928","4617","None","0.27"
"1000000929","None","Electronics","0.87"
"1000000930","3982","None","0.67"
"1000000931","None","Books","0.9"
"1000000932","8720","None","0.16"
"1000000933","None","Travel","0.93"
"1000000934","830","None","0.93"
"1000000935","None","Travel","0.11"
"1000000936","9415","None","0.01"
"1000000937","None","School","0.74"
"1000000938","7325","None","0.73"
"1000000939","None","Electronics","0.85"
"1000000940","8399","None","0.61"
"1000000941","None","Electronics","0.71"
"1000000942","6684","None","0.3"
"1000000943","None","Kitchenware","0.35"
"1000000944","2508","None","0.28"
"1000000945","None","Furniture","0.96"
"1000000946","1128","None","0.02"
"1000000947","None","Books","0.67"
"1000000948","9078","None","0.62"
"1000000949","None","Kitchenware","0.79"
"1000000950","2885","None","0.03"
"1000000951","None","Travel","0.46"
"1000000952","9869","None","0.03"
"1000000953","None","Travel","0.45"
"1000000954","2602","None","0.94"
"1000000955","None","Books","0.62"
"1000000956","6024","None","0.41"
"1000000957","None","Kitchenware","0.17"
"1000000958","7629","None","0.66"
"1000000959","None","Kitchenware","0.1"
"1000000960","4003","None","0.5"
"1000000961","None","Kitchenware","0.27"
"1000000962","9086","None","0.92"
"1000000963","None","All","0.75"
"1000000964","8990","None","0.37"
"1000000965","None","Sports","0.88"
"1000000966","7790","None","0.33"
"1000000967","None","Toiletries","0.33"
"1000000968","2130","None","0.05"
"1000000969","None","Furniture","0.95"
"1000000970","7432","None","0.34"
"1000000971","None","Pets","0.98"
"1000000972","3434","None","0.59"
"1000000973","None","Sports","0.53"
"1000000974","167","None","0.34"
"1000000975","None","Furniture","0.13"
"1000000976","2143","None","0.57"
"1000000977","None","Electronics","0.45"
"1000000978","4873","None","0.95"
"1000000979","None","Electronics","0.76"
"1000000980","8984","None","0.46"
"1000000981","None","Sports","0.02"
"1000000982","8387","None","0.7"
"1000000983","None","Clothing","0.62"
"1000000984","9651","None","0.82"
"1000000985","None","Clothing","0.96"
"1000000986","4915","None","0.87"
"1000000987","None","Kitchenware","0.76"
"1000000988","438","None","0.76"
"1000000989","None","School","0.0"
"1000000990","7705","None","0.78"
"1000000991","None","Furniture","0.23"
"1000000992","4495","None","0.51"
"1000000993","None","All","0.33"
"1000000994","7191","None","0.95"
"1000000995","None","Toiletries","0.17"
"1000000996","6550","None","0.37"
"1000000997","None","Books","0.25"
"1000000998","2117","None","0.21"
"1000000999","None","Electronics","0.04"
