"561","Office front past themselves","Course","Your she theory manage finally magazine administration own.","b'-\x8d\xa2\x8fJ\xe8\x1cg\xc8\xb6\xb9\xa9i\x19T\xf5\xcf\xfd[\x9c\x1b\x93\xdb\xbba2\xfd\xa7\xa4\x96\xb6\xb3\x01\x00\x8d\x9cpFv\xeb\x13\x94aa\xff\x02\x94\xea\xf0\xb6\xd2<3\xf7 \x93\xb5\xa7\xb6\x06\xd8\xbe\xc0z'","169.56","2.43","true"
"562","Main approach voice know","Mission","Painting available pick democratic class.","b""\xe3\xeb*\xc8\x8d\x93\xfe\x81\xb2^\xad&'\xc3\xb1\xcc\xfau\x08\xbb\x81x\xab\x99\xb0a\\\x91\xad\xb8\xd6\xb5\xd1\x1d\x13\x0cI\x12i\x15\x0f\x89\r9\x08\xce\xd2\x8a\xfd\xc2\xe0\x82\xec\x88\xd5\xdf\xb4\x1cO\xa5)s\x89\x15""","134.63","1.41","true"
"563","Vote young evidence sit century","Bed","Recognize institution church social.","b' \xa9\x8e\xa1\xa6\x1e\xc5\x92\x0e\x8d\xe3\xdd\x93\x95\xfb\x13\x01_\xd8Hh4\xe6u\xec,9\xf1\x94\xf81\xf1o\xcdz/|p\xb3WNn\xb35}\x90\x8eYLP\x85\x81\xeaI\xc0gU\xc0\x0e\x89&\xb3\x02\x04'","313.48","1.09","true"
"564","Time else investment away","Main","Eat mind buy performance factor friend.","b""\xe9\xa7\xd7\x15\x19v\x15A5\xc5\xfbR\x15\xe2\xd7\xd3\xa5\xa8e^\xdbM\x83<\xa4\x9e-\x0f\x08\xee\xb9|\xf2J\xbae\x7f2Kl\xe8\xb5\xdc\x17\xb6\xfb\x8d?'\xd4t\x08\x01+\x17Iu\x8d*`\x13\xe2\xd6\x9d""","177.01","0.58","false"
"565","To including show better","Market operation","Course anything agency wind determine.","b'\xfeE\xcfIM\x19!\xe4Lwv#\xbe\xc8\x9c\x89e\xd1\xe8\xc5\x9d\xcb\xe4\x07M\xeb\x86\xed\xd5o\x06\xeaQLPnk\nn\xaf=\xa5\xf0k\x05\\\xde\x9a\xe3?N\xad\xa5\x1c\xa9\xe5\x05\xd0;\xa8\xc5\x8dA\x93'","406.56","4.99","true"
"566","Class enough area","Hair TV","Onto brother condition conference or.","b'\xba9\xccD\xb1\x96y\x0f\xc7A\xafI\xa6\x81\xb6Pt~\xa9(\xfa\xbd\x16\x9c\xca\x8e\x8e\xc2\x91\x8d\x83\x14\xbe;\xeaV\x11\xc5\xf7\xbbC\xf6\x03EP\x9e\x1b)\xd0U\xbd\xc0\xd8\x84\xa3\x1f0*9Po\x1e\xdb\xbc'","49.58","0.95","false"
"567","Imagine player financial her","Hope","Though would up scene think.","b'\xa3}/-\x01~\x13\xedc\xef\xc6\xc7\x1b\x1b\xb0\xdd\xca\xd3\x0f\xa0<\xa3a\xe1\x81G\xbdJ\x03""\xc7u\xe2\xad\x82\xdfT\xad\xceC\xfb\x10\xae\x13\x89\xae\xc9\xbc\xe9\xbc\xad\xea\r2\x00\x92\xe59m\xce\x8d\xe0\xfda'","477.90","0.66","true"
"568","Maybe use front recently","List white","War American provide population arm fill.","b'\xff\xea\xbcV\x05\xc2[^x\nC\x13VZ\x9f\xff\xc6\x80|\xfd\xf72\x1b\x12\x07\xc0\xd8\xc0`\xe9L\x13\x9d\xc6|{\x07\xed][\x07I\x19\x82\x025\x0c\xb5#%\xc9\xb3\xe1a\xdc\xbd\x84\x81&\xcd\xac\xd7U\x7f'","43.10","4.26","true"
"569","Need near","Avoid","If course such medical example.","b'F\xa8\xa8=""\x18\x0c\xc9\x812m\x1b\x91\x90\x92\x1e\xfc\xcfK\xcc\xcc6/\xb8r!t\x9f\xaa\x96S6\xcb\xd7\x0e\xf4\xe2\x9ck\x1c\x87\xf5\x89\x0b\xd3[\x81~\xe87\xa9j\x8a\xdf\x06\x01\xc3\xa5\xe6\x8e\x19%\xd9\xf3'","48.25","3.1","true"
"570","Condition history","Student","Rule last look.","b'\xb9\xf8u\x01\xda^7\xb2\x93\xde?V\xe7\x88\x7f7|xd\x1f\x91\x83rg/\\\x9b3\x18\xe3\xcfE@\xf9 \xf2P\xb9#R\x10Q\x05\xdc\x00Z$\x85\xe1\xfa\xab$\xe0\xe1\xb6?\xe2\xb3\xaf:yC~\xbe'","90.91","0.32","true"
"571","Experience example citizen","Blood discuss","Civil opportunity girl public enter.","b""\xe4&\xf7\x89!'\xda\x9aP\r%l:\x1d\xe0\xb9\xfe+\xd1\xa4\x82\xde\xb4C\xea\x0c\xc1\xcde$\xf8yu\xc2\x1f=\x1c\xee\xefF\xe8d\xb6~k\x04\xb7\xf3\x04\x15L\xa7\x82\xab\x95\x1b\xc3\xa3\x8eo\xc0\xa8\x85\xdd""","347.94","2.72","false"
"572","Candidate organization decide","Later","Once now simple staff network growth federal.","b'u\xdf\xdb\xe8\xe5\x02\xe4\xf3\xb5\xc5\xf8\xf2\xca\x0c\n\x06U*q\xb4Q\xa2\x92\x8b2%P\x7f+\x94\xa9\x06\xb9-\x8c\xa1j\x8fR\xf9\xdc\xfb]\xd4\x02Wu\xae2+\xe2\xdd\xf6m\xf4\x97\xf5\xb7\xcc\xb3K\xa5\xdb\xb1'","433.55","2.65","false"
"573","Common analysis impact yet","Pick middle","Stop dream real skin black cultural experience.","b'\xb9\xcav\xda\x83\xb5\xba:\xbb\xceHw\x11\t\xf6\x14c\x03|\xbd\xae#\x90\xca\x19jP\xa8N\x81/}\xf8\xd2Bg\x9b#\xc6*\x05v\xff\xa7nx\xc7\xfd\xb4%(\xd5C\xc5`MP\x91\xe9\xe2n\xf8\xef\x90'","369.47","4.34","false"
"574","Car whatever laugh","National","Western radio light activity.","b'~\xd17\xa4-D\xc3^\xd5\x1fty2\n\x05\xa8\xc5\xed\x86E\x1bcH\x98\x0c.\\U\xdbmT\xda\xd9\xb1\xa4\xf3\xd3`\x8d\x9ao\x89\x99\xd6\xeb\xd6\xd4Q \x92k\xb8\x11\x16$\t>Y+\xf8\xb1o\xb8d'","469.98","1.52","false"
"575","Cell high person family get","Community","Sing current few name energy east.","b'\xba3\xd5D\xff\x1ea\xf3da\x7f\x98\xd0\x1b\x0f\x93\xbe\xe5\xc2\xeb\x11\xec\xfbn\xf8\x7f\xae\x1a\xa0(f\x1f\x8aw\xe1\xd2m\x91\xbf\xd1q\xc4s@v\xc7\x87p\x83/\x82 \xb65n\xbf\xb8\x1a\x1a\xeb\x05\x93\x81\xcc'","115.69","3.19","false"
"576","Number send particular true head","Like","Price include season full wish.","b'\x11d\x8a\xfb\n\x14f\xe6y\x01\xa4\xf1$\xe6\x87\xa2\xff\x14\x8fz\xe1\x1cdLy\x8fuyF\xaf\x97\xdd\x98z\x9cL\xb2[\x17\x01\xf7\xbf\x03^<\xa7\xf6L\xfd\x86@\xeanM\xc1\xd7\xb8x.\xef\xfa\x83*\x9d'","309.47","1.06","true"
"577","According eat leave best","Type security","Fact offer social.","b'1N\x90\x82\x16F\x88\xe97oK\xa8\x9c\r\x84\x1a\xb5\xc7\xb3E\xb3r\x13\x86\xce\x02b\xbe\xcb\xc3\xe9-;y\xd7\xbaC\x97\xb9\xf4\x91!\x8du\x01v\xc6R\xc4\xf2-""p\x16;\\2\xb7\x1b[p\xc5\xc3\''","1.72","1.11","true"
"578","Wait manager future student fund","Eat","Voice foot value.","b'G\xef{\xbe\xbbE\xbe(\xf5\xfd\xb2\xc9\xf0\x16Jf\xe5\xb9\xec&\xb0\xbd\x0c2\xc0h[\x1b\xd6\x06\x99J\x06S\x08\xabR\xc8f\x15z\x01g\xe5\xcc=\xd2RQ%\xf4\xc7N\xdbM\xed>\xb0j\x043\xf4\xc4\x91'","339.61","1.85","true"
"579","Past sport stuff cover","Worker eat","Life commercial shoulder.","b'{z\\KT\xea\x99n\xdf|\x18|\x9c\x7ff\xb0k\x9b\xcc\xa3\xa7`\xb9;\xe4\rS\xc7\xe2\xebU\x83Z\xf8\x891\x98\xebe\x84\xc1+U;|\xc5|\x1d\xfb@\x9ax\xa9s-F\n\x17j@\xfcO\x1e$'","204.92","3.77","false"
"580","Several under","Mean office","Weight PM room also.","b'\xdbN1+N\xb88\x1c4\xf1Q\xe2)e\x0f\x82\xf6\xd1f\x8c\xf8\x11\xc9[!\xf2\xa7d\xe2t25\x1d\xceMh\xaa\xb9]\xc2S\x08\xde\x8a\xa9`y\x08,^qLvu\x98\xa2; \xa3\xb0v\x8c\x91\x82'","93.57","2.26","true"
"581","Try baby over","Attorney west","Buy it painting military fight listen.","b'a\xf2\xedD\xc2\x14\xf7\xc3G).\xed\x96\x1a\xf3\xfb/\x07\xfd\xd4\x9dJ\xf5S\xf2]\xccC\xde\xfc\xe5f\x1a)\xf4\\6g\x05\x03]\xdd\xb4\x8c| hi:]\x83`#\xdc\x10c\xdeB{\xc8\xc9\xf6\x9f|'","206.25","4.33","false"
"582","Analysis raise six training change","Skin company","From option high memory no.","b'\xc5qH\x9aB<%\x15\xac\x98\xd8O\\w\xbc\xf2\xfe\x19\xa0l\xf8\x84\xd1u\x95\xec8\x81Z\xdeV8\xf6`\x04@Y\xf7\x03\xd8\x05j\xdeT\xbd#7Q,\x92E\xc7\x9d\xb5\xeb\x95\x91F}\xdfp)\x0f\xe8'","352.43","4.52","false"
"583","Media cut","Perhaps on","Trade cover task interesting.","b'X\xdf\x01%f\xa9\x0e/\x9c\xd7\xe1\xf3U[\xa6\xd9\\\xae\xacz;l\xf7U;\xec\x9a}\xd0\x8d\x0be\xad\x8b\xcc\x9e\x9a8}\x1ai\x17_\x86(\x16G\xd8~Y\x9a\xb9\x0e+n\xa0EG\xbbNFh\xe6L'","333.20","1.62","true"
"584","Open himself if per","Happy almost","Back continue school.","b""\xbf\xb7J\t'\x10\xb0\x96{VI\xa4\xd9\x99\xf5\x7f\xe3|\xa8f\xc7\x86\x99/\x11\xbd\r\xd6\xeaC\xfc\xe6\xe7\x10lq\xf0\xc8\xccG\xcac#@Rr\xcd\xfd\x14\xe1q\x17\xa0\xa6\x95U[\x89\xab\xe9\xc1\xc0p\x9a""","342.25","0.89","false"
"585","Difficult seat","Activity","Air baby concern trade five together.","b'<\xe6j9\xd5\xb7\xf2\xa0\x1aA\x04|K\xb5{-\xdd\x8d(\x95\x17\xffh\xa5\x86\x12k\xa2Q(\xf0\xfe\xa4\xde\x16\xce\xde:\x86\x9c\xf9\xf0\xfdu\x0fo\x9fI\x80\t|\xce5\xa3m\x96&\xdb>\x95\x8d\xa6\x1c7'","228.23","1.8","true"
"586","Difficult agent","Market","Quality assume event term any ground participant.","b'\xb9tzR\xc7\x90o2\xa4a/\x1a\xc3R\x1b?\xbac)o\x01*\xc7\xfd\xe2\x9c\xc24\xa1\xeby\x7fE\x90\x9b\xa9\x1e\xcd\xd2\x1d\xbfp1~s\xa4_\xd6\x1cn\xc0\x9cR\xb1\xf28\xbekE\x00L\xfc\xdb\xb3'","71.18","2.57","false"
"587","Culture sing none","Leg","Partner voice process spring stage road imagine everybody.","b'=>\x91g[\x1f\x87\x94\x9d\xeb\x93v\xdcH\xec\x97`\xa6u\\~_A\xcd\x8e\x92\xddm\xa1W :\x14\xe2\xbe\xf6Pe\xd8b`\x16\x19\xd6\x11w\xad\x92\xe1\x91\xcf\x17\x81\xc1\xcb\xa4\xfc\xe9\xe7\xb6`\x1d{\xcd'","130.77","3.3","false"
"588","Rise call role","Safe","Rest sound impact suggest laugh letter.","b'\x98:\x1e$\x06\x89\x07\x03\xa6Amdeh\x8b\x90\x95\xdfl\x86\xf4\x13/\xb0\x8b&\x8e\xc1\xf8ve\xd6\x00]\xe4\x1c9\xe7\xccb\xc1\x00o)\xc5\'\xbd\xd8\x8d\xf9Unn\xe2\xc2\xc7 q\xa2\r:\x0f\x07""'","398.08","0.88","false"
"589","Weight week effort easy","Step","End race test health return artist.","b'\xddf\x89\xaf\xce\x8d\x88@\xa4=\xa0Ju{c\xe3pv\xcds`\x8c\xa9\xa1H\xab\xa0\xa0\xecG!\xa65U?[_\x9e\xa7\x01\xe6\x8b\xe6/\x858\xc4\xe5A""=ev8|\xd3\x8d\x0cIh\x03\x97l\x1d'","113.45","0.88","true"
"590","Recently enjoy","Customer","Whom teach role.","b'\xbeo\x88\x1cad\xf6S=\xbe!\x8d\xfeu\xf0\x85\xb3@\xb4\xb5\xbf\xcb\x192\x1bW\xf56\x9a44.\xa3\x90\xd8\xc7,\xde\xdd?\x1e\xdd\x9a>{K-\xfc\xc6\x12\x99\xb8\xf3#\x07%\x84\xc4S\x9d\x93\xd0g)'","403.77","2.56","false"
"591","Really field","Serious","Just take eye more.","b'\xb7\x8a#\xd0\xa7\x8c\xc8Q\xc5\xe4\x93;\xe2\xaa\xbb\xcak33\x02\xe8j\x98K-\x8b\x89m\xc5\nv\xae\x85L\xfc\xfeU\x8dz\xb2\xb5\xd1\xd3\xea\x05\xa8\xfcesh\xf4\xea5\xc5\xd4\xb9\xe0H\x85\xdf\xc93\xfc\xb8'","200.27","1.08","false"
"592","Once those","State","Sign care little support market him point.","b'\x92\x1d[\x90n5\xf7Z\xa8\xfd\xff\x00\xf7*\x83\x1e\xe0\xe7\xd72\x92\x15\xb4}\xf2\xb5\xd9\x9c\x15\r9\xbf\xfbj\x96""\x83q\xff\t\n\xe1-\x9e\x977\xba\xca$\x98D\xed\xba#\xc5.\x1b\x9f\xc4*6\xb7\xf5\xfd'","209.56","0.12","true"
"593","Bank clear pretty lawyer","Will","May full woman property reflect statement.","b'\x06T5\xbc\xdb7}\x00n\xc3""C\x96\xd8\xccff\x9f*\x89\xe0\x8c\x8f\xe3\x19\xe9\xa96;%\xaap\x05\xb2t9\x0cd\x98:\xfc\xedM6\x8dE\xba\xa5\xf1\xf0\x12\x92\xdat\xd5L;\xd6la\x03y\xe2\x81'","202.68","0.94","false"
"594","Available finally student daughter","Cold husband","Alone by apply evidence above human across.","b'+#\x8e\x90{\x90\xfeu\x91I\xfb:\x1f\xaf\xd3\xb1\x8b\x83\x89C\xf1\x08G\x03c\xfa\x17%\x90N\x87w8\xffW\x89\xcb\xe4\xaaZp\xed\x02m\xe1-\r\x83\x0e\x06K\xb4\xe5x^\xfc\xae\xdb~\xcf\xfc8_|'","295.53","1.55","false"
"595","Truth true new not","Measure","Ability bar would.","b""\xcbO\x1e\x8bS\x97\xb1vl\xdb\x9a\xe4\r\xd6\x1bo\x1b\xfe\x02\xd7\x9f\x00\xa7OX\xf0y\x81S\xac'\x96\r\x17\x89\x99v:DJA\x15\xfe4\x8e\x19\xd0\xcc\xff\xea\x92Xj\xfd\xab\x94\xac*#k'/\x1f\xb1""","136.13","0.56","false"
"596","Probably growth exactly year","Pressure hair","Brother value two another person almost.","b'b\x9a+\x17\xf5C\xd5M\xcb\xd0\x7f\x92\xb3\xa9\xc6\xeb\xd1\x87\x8c(C\xaa\x8b\xf8|E~S e\x9f\xf6\x01\xb8\xdd\x93\x91P\xfc\xd2jLp\xb7s\xeb\xe9%\xd2\xb9BaS\x9bA\x1b\xc0\x11\xe7\xa4\x00\xb0\xb7\xe7'","402.08","4.67","true"
"597","Democrat choose view rich crime","Couple someone","Point offer professor same past heavy.","b""\xdb\x91\\\x1dp^\x8f\x02\xd3\xa2\xee\xedt\xbc\x911z\n\xcf\x11a?a\xaf\x7f\xf3\xb7\x98\xd9\xeah\xd4c\xfe\xa9\xe0\xbf\xc1\xa0\xe8J\x9dG\xba0it\x13!'\x8d\x94\x8f\x14B\xb77Y\xea\xea\xcaF\xed\xbd""","26.57","3.8","false"
"598","Fly million","Left anyone","See former never despite accept world.","b'\x87\xe1\xe3\xd3\x88\x93X.\xc9\x8e\xe51\xff\x03\x00\xc8\x03\xc0n\xb9\x96~M*\x90\xa7`\xceX\xb4k!rJ\x8b\x05j\xccP\x07Go\xd82E\xff\x7f\x82\x01\x12^\xa6\xb3+\x8c\x15\x12K\x98S\x81\x90%r'","173.92","2.35","false"
"599","Clear apply strategy easy","Under","Determine dark wait make former.","b""}\xb2\xfe\xce\xffs\xc6X\xbfOd\x8e\xc1\xf8\x05\xc4\\\xb41\xaa\xbb\x87\x82\x1b\x03\xe8D\x88\x02\x0bb\x02\xce\xfa8\xd3\xee\x0e\xb1,\x19\xb0'\xa5XB\xa1\xf4\xcbiU \x9f\x99y\xf7k\xa5\xcc\x10\xf4\xbe\xdeA""","168.28","1.12","false"
"600","Skill responsibility","Analysis","Ability once western another worry.","b'\x1f\xd8\xf3\xe3\xb1\xb1\xc1\xb4\x7f\xcc\xb6\xeaE\xdf\xd2\xecQe\xb4\x05zG?o\x88\xaf\xefPP\xf9\x9e\xcf\x98b\xc3\xcd\xd1\x1c\xc1-x\xf6\x97\x95\xac\xbc\x82\xfe\\\x8d\xd3\x93_\x9f\xc1J\xeak\xa2\x0c\xb3\xc8yU'","326.64","4.31","true"
"601","Politics entire","Energy along","Season some experience speech adult fight.","b'\xce.\xe0\xef\xe6\x06AR\x1f\x80rN\ri\xd6\xaa\x16tL9\x00\xe8A\xf4/\xd2\x7f\x01\xe5Ks\xb1\xdc\x1d\xbb\x81\xda>\xef\xff\xfc3\xa8W\xa7\xb1\x90\re\xaf\xc3\xddv6\xda\r\xb3\xbf\x99""\xac\xbb%\xbf'","343.24","2.58","true"
"602","The religious and when","Ahead","Him design world shake.","b'\x97Z\xa6\x19\xa9x\xe9I?w\xa7\xc8\xc8""&\xce\x9cR\x8c\x14\xa1\xddu\xff|\x15\xf3\xe1\xb6\xed\xe9:\x95`\x18\x05N\xc2\x94\xd5~\xdd,?\xc2\x81}\x99\x97\x92*\xe2\x0f\xa4\x92\xa6\xb4[V\xb3m\xc4k\x0c'","130.24","1.73","true"
"603","Mean not thus friend author","Behind","World dog get condition.","b'.\xf43\xd3\x93\xaf\xe4\xa5$\xfb\xfdu\x9e@~\xe4\xe0P\x00\xc3l\xdc\x10""\x18`\xee\x83\xe4\xfb\\\xe9S.\x9c\xd2s\x863\xf1`\xc8\x9f\x18\xef\x06\xb6[\xffw\xe8\xf6\xf5r\xb7n\xee\xad\x93\xeaC\xd9Yv'","58.55","2.58","false"
"604","Hour consumer choose across","Cost someone","Method adult father hand.","b""Zq\xf0\x9b\xf2\xa1e\xf7L\xfe\x1e\xf3\xccM\x10\xba@\x93wAmu\xdbP\xe6\xc8#i\xba\x91(3\xb3\x92\xb1\x9c1A[\x19\xd2w^\n'\x11=\x9e\xa6\xa5M\xff\xf4\xd9\x9f\xbb(\xc3\x14\xc6*5?\x1d""","38.63","1.12","false"
"605","Score sometimes way","These country","Part law cultural able during product mother.","b'\xb9\x08\n\x16\xae\xccn2\xc0y\x1f(\x14\x04\xde\x0f2\tk\x9fp\xa9\xb86\x8ff\xae@""y\xab\x19\xb6\xbc?\x81\x8d\xcbY\x89\xcf#\xc7,\xdb\xf4\xd5\x8e\xf7\xef\x854\x95\x8d\xc9{\x06\xd5\x18\x8a\x03\x081\xf7'","495.31","1.24","false"
"606","Gas send usually police","Cost thing","Wide begin director develop pull coach sometimes house.","b'\xbe}3\xd4IB\xb1\x10\xabkew\xa2BD\xe3\x8f\x9a\xf4\xa5\xa5\xd0\xfe\xf7IYiIo\xa7""\xb2\xb0>\xbd\x03\xfa\xf8\xcdz\x1d(\xca\x86\xc55\xbe4_\xd5\x0f\x9di\xe3\x8fp7 \x89\xed\x91\xfd\x8e\xd3'","427.18","0.87","false"
"607","Run instead nature less author","Various","Real case me nor other drug.","b'{=\xefog\x94N\xd0C\xc3\x15 d\xc09E\xcd#\xe6{\\X\xc6Q\x167\xa2\x88~\x1c\x1e\xd7\xb7\xe7m\xec\xedw?\xd0\x9b\x9fm\xddD\xc8\x9b\xe7\xf1\xd9\xa7X\x84U\xfaI\xb39\xd9\xcc8Wo?'","499.63","2.34","true"
"608","Whether organization","Play","Such two reason right early success.","b""ZpY$\xa0\x9a\xc8n\xb1\xf7\x9c\x00\xf8\x17{\xbfX\x81\xd5\xd6'\xe2\xe9b\xca\x18#\x7f\x9apb\xb1<\x1b\x88\x01\xa8\x88\x04\xcf\x84\x0b\xa8\x89\xdc\x05\x14;kt\xda[S\xd4<\x98U\xbc\xb2\x17\xc6\x92\x98\xd2""","259.68","1.2","false"
"609","Pm pick she","Animal","Green simply describe star.","b'\x10\x83\xbf\x11\x13\xe3|m\xeb\xba~_  ]\xa8\xdd]xch\x8apF\xbf2\xe2\xb2N\xa5\xbf\x10\x08\x8f\x8e\xcf\xe8\xe5%\xff6\x07\xd6\xa2\x1e?\t{\x82\x7f\xe2\x86\xe7V\xd9\xa8\xb3\xe3c\x1e\x8fJ\xb7\x16'","442.60","3.07","false"
"610","Strategy answer throughout raise","Sing","Republican during this seat myself conference close.","b""\xe2\xccgCc\xe2\x02z>\x1b3\xdbx\x11\x8d\x19\xf2\xb7\xd2\x8f\xc9b]\xfa\xb6'\xc1\xe5\x13\x10n^f\xbaf?\x95\x85\x05K\x83\xd3\x8bm\xfc\xe7U\xeb\xc0+\xe8\x1e\xee?,=\x10\xb2\x9b\xfb\xd7\xeb\xd1\x08""","170.97","2.32","true"
"611","Kind fly space","Enjoy staff","Over family car.","b's\xf94\xe70\x98\xaaG\x93\x8c\xb3\x87\xd5r\xd6\x19\x8dQ\x13\x9b(#4Q\xb7\x89\x82c9\xc3\xcfn\xd4\xb3\xa7\xc1\xd4\xa7%-\x16wp\xa5\xddU \x06\xadX\x1f\x9ab\xa29\xd8al\xa6\x1d\xa3(\xbf '","492.29","0.21","false"
"612","Air environment town major","His","Future when end throughout capital start always.","b't\xf5\x80\x06b9=\xa2\xf6\xf6\xd1\x924\xcfT\xd8\x18#AiY3\xa0(\xb9O\xb3\xfcN\x7f;2i:c\xd0\x03\xf9\x12\xfc\x16\xb0w\xec\x96C \xe3$T\x05\xad\xda\xfaL*9\xc7\xf5\xbc\xb0i\x04$'","200.51","2.59","false"
"613","Everyone beyond example evening action","Interview","Adult under unit care whether.","b'\xae;\x94\x1b\xf4\n\xe3m\x1a!\x98u\x8cz\xcf\x96\xd9\xdb\x91\xb55\xc3}\xd2\xc6\xb7\xe7\n\x1e/Z\x80\xcc\x18IE\x7f\xf0\x1am\xa41.M\xb6\xdcf\xee\xad\x87\xec*)\x9f\xe8i\x85p\te\xa91\xf7F'","87.71","4.23","true"
"614","Far owner population","Camera","Culture read society view picture.","b'\xd6X\xe6\x01}\x88=\x0e\xb3@\xa0J\xf0a\xdc\x1fW<\xf5\xa8\xcb\x16\xc0\x9a3\xb4\xe0<\xaf""`\xe3\xb7\xa5\xbcC[\xf8P\xb2\xbfb\xca(M\x04M\xd0t\xdb\x91\x16\xa6\x8f\x0c\xf4\xf3\xc4\xe5\xcb\xab\xf8\xb7\xaf'","153.42","0.09","true"
"615","Magazine how role trip difference","Property need","Official rich technology customer onto game.","b'\x96r\x819\xcb\xc8\xfa\xe2\x8e\x0bQL\xb0\xfdY\xf8\xc1\xb4\x9b\xb2\xb1\xdc\x01\x0f\xbcli{\x88\xd1\x03\xf6F\xa2\xb2\x03I\xd1""\xf0j\xea\xc7\x10\x8c;\x11\xddG*-56\xa9\xc1t\x8d4\x89\x8d\x10\xef\xa1f'","132.98","1.73","true"
"616","Artist newspaper miss","Memory","Sound knowledge talk opportunity join above.","b""\x91\x8es4\xac\xaf\x1a\xc3\x89\xa3o\x94=y\xb6\xcf\xf4T\x1e\x9en\xc8\xbd\x08\x92\xc0\r0H\xdb\xc2\xba\xf2\xa2c\x10I\xc47\x95\x05\x12\x95\x10^\x01E\x84\x7f*m\xd7\xec\x02D\x9e2=\x18{'9\xb2\xda""","117.63","2.23","true"
"617","Economy see allow","Debate method","Such indicate party social structure hand pretty above.","b'\xd1Y\xaee!;+\x10\x1dD3\x94\xe7\xf9U\x8bX\xdfQ\xee\x9f\x04\xd1\x02\xa8\xc4\xd0\xc4\xca\x8f\x92\xeb\x0cY\x88;\xcf\x83\xc6\xd8\xb4-s\xa8\x14""\xe7\xedP\x88\x92\xb2\xffH\x89\xbdWY@\x94\x1e8\xf1\x8c'","45.52","2.67","false"
"618","Relationship draw throw answer","Main authority","Eye according town nothing democratic.","b'\xf64\xaeJa\xf66\xab^\xf6\x06\x11\x15 N\xf3\xc6\x9f.\xae\xd5\xc9\xa1\x02\xbb^\xae1\x06\xaa\xc8>\xd7\x94x[\x82\x08\xa7\\\x8e\xa1\x1a\xf0V)}\xb7\xcf\xa1\x1f\xe8pZ\x9a\xb1\x81l\x06\x06\x15!\x0b\x84'","76.55","4.45","false"
"619","Knowledge add drop","Two seem","Phone development scene bag despite might.","b""+!i\xa3y\xb9\x9d' in:\xf7q\xb1\xba.\xb9\xb9\xa6\x9c)\xa8\xc2\xe1\x03B\x8e\x04,\x1c\xa6\x12{\xfe33{\xefKx\xe2\xbc\xaf\xf4\xfc\xd2\x85\x8a\xa0\xef;\x81\x831'Zdv\x12\xc1b\xa2\xf7""","313.62","3.62","true"
"620","American cut","According land","Talk way attorney nature so.","b'@b\xae\xc6,w_\x0e\xba\x05\x85Zf\xc3\xf2\xb5D\xee\xecf\x83\x96\xbb\x9b\xb6Y\xfeg\xc74l\xcc\xe0\xb5\xe6\xee\x82\xf8\xafCnT\r\xf4\xca\x87\x1b2OV\x87is\xc0 \xf4Wb\xf6\xedL\xa6\x7fc'","250.24","0.93","false"
"621","Break like establish wear","Upon key","Relationship town statement common.","b'\xe0\x0b\x84y\xed\xcd/\x99\xc1i\xd2sOA\t\x80de\x04\xf2OY\xa8\xe5\x8e\x15\x1as\x15\xec\xa3\xde4\xf4{\xf1\xe0\x87\xbe\xc9\xff\x8d~\xef=\x19;Y_m\x19\xca\xe3\xf0\xa8ydt#\xdcX\xdcx('","241.54","2.16","false"
"622","Window manage","Realize","Modern for piece professional discover leg.","b'{\xa3z\x17\xa1\xaf\x10\x1f\xe5\xd8(""\xb6T\xd0\x13\x0f\x97\xd4\xbc\xb4\xa6\xea\xb3\xf7\xa2\xb6\xacy\xda\x01Hx\xc9\n\xb8\xae\xcf6\xc7\xea\xadC\xcb\xee!\xefa\x12\xb8\xeb\xcaq\xc8\xf2F\xa9\xbcY\xe0\x9c$\xae\xd4'","68.43","1.67","false"
"623","Economy project national","Including","See name kind would pay significant everyone.","b'\xef\xfa\xa2,!_Z\x95\x07#\x9e\xf5\x1e\x94\x8d+wLL\xd3j\xbc\xb2\xad\x10=F!\x87o\xef\xf9\x1a\x99\xd5\xe2\xb6*\x7f\xcc\xa0\x0c\x10a\x81\x0b\xcf\x90\xe1s\xe1\x11-\\\xf9C\xd5\x1c\x9b\xafC.\x10\x83'","280.78","1.08","true"
"624","Edge per","Investment onto","Reality morning today simply dark.","b'\xe3\x14>\xcd\xa2\x0e\x9f\x9e\xe5r[:\xbf\xe5\x9eK\xfd\xc6\x86E\x86\r\x86\xa3:_l2\x1e\xbe\x82\xc8\xe5\xb5\xc5\x1e\xf5\xf0\x8a\x16U\xdf$\xd7\x92q\x15o5\x1e0,W\x04\xaaXD\xeb\xa0\xa6\xc4\x81\xea\x8b'","68.49","4.68","true"
"625","Between relate win serious","Specific","Training dinner today improve.","b'@\x07\x17x*\\.\xc9\xb5\x17U\xcb\xd8\x9e\x1aJt),R-w\xeb\xd51\xa7\xed\x18\xfc$>\xe7\x16\xeb)\xb5Y\x85\xe8$k\xeaz\x1c\xdc\xf8->iE\t\xf4h\xdfN\xff\xda""\xb4\x1e\xa7j\x0e\x8f'","170.49","1.99","false"
